subject,ave,sd,block,triplet,position,shape_num,RT,RT_trimmed,log_RT_trimmed,change?,block>12,block>18,block>6,"1-avg(2,3)","log_1-avg(2,3)",odd_even
14,478.765625,701.7398039,16,6,2,17,259,259,5.556828062,0,TRUE,FALSE,TRUE,,,o
14,478.765625,701.7398039,16,6,3,18,235,235,5.459585514,0,TRUE,FALSE,TRUE,-92,-0.464781671,o
14,478.765625,701.7398039,16,3,1,7,157,157,5.056245805,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,16,3,2,8,174,174,5.159055299,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,16,3,3,9,365,365,5.899897354,0,TRUE,FALSE,TRUE,-112.5,-0.473230521,e
14,478.765625,701.7398039,17,6,1,16,199,199,5.293304825,0,TRUE,FALSE,TRUE,,,o
14,478.765625,701.7398039,17,6,2,17,167,167,5.117993812,0,TRUE,FALSE,TRUE,,,o
14,478.765625,701.7398039,17,6,3,18,188,188,5.236441963,0,TRUE,FALSE,TRUE,21.5,0.116086937,o
14,478.765625,701.7398039,17,2,1,4,201,201,5.303304908,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,17,2,2,5,198,198,5.288267031,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,17,2,3,6,203,203,5.313205979,0,TRUE,FALSE,TRUE,0.5,0.002568403,e
14,478.765625,701.7398039,17,1,1,1,188,188,5.236441963,0,TRUE,FALSE,TRUE,,,o
14,478.765625,701.7398039,17,1,2,2,199,199,5.293304825,0,TRUE,FALSE,TRUE,,,o
14,478.765625,701.7398039,17,1,3,3,216,216,5.375278408,0,TRUE,FALSE,TRUE,-19.5,-0.097849653,o
14,478.765625,701.7398039,17,5,1,13,234,234,5.455321115,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,17,5,2,14,244,244,5.497168225,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,17,5,3,15,234,234,5.455321115,0,TRUE,FALSE,TRUE,-5,-0.020923555,e
14,478.765625,701.7398039,17,4,1,10,227,227,5.424950017,0,TRUE,FALSE,TRUE,,,o
14,478.765625,701.7398039,17,4,2,11,227,227,5.424950017,0,TRUE,FALSE,TRUE,,,o
14,478.765625,701.7398039,17,4,3,12,235,235,5.459585514,0,TRUE,FALSE,TRUE,-4,-0.017317748,o
14,478.765625,701.7398039,17,8,1,22,222,222,5.402677382,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,17,8,2,23,166,166,5.111987788,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,17,8,3,24,201,201,5.303304908,0,TRUE,FALSE,TRUE,38.5,0.195031034,e
14,478.765625,701.7398039,17,7,1,19,280,280,5.634789603,0,TRUE,FALSE,TRUE,,,o
14,478.765625,701.7398039,17,7,2,20,242,242,5.488937726,0,TRUE,FALSE,TRUE,,,o
14,478.765625,701.7398039,17,7,3,21,200,200,5.298317367,0,TRUE,FALSE,TRUE,59,0.241162057,o
14,478.765625,701.7398039,17,3,1,7,237,237,5.468060141,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,17,3,2,8,246,246,5.505331536,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,17,3,3,9,253,253,5.533389489,0,TRUE,FALSE,TRUE,-12.5,-0.051300371,e
14,478.765625,701.7398039,18,8,1,22,255,255,5.541263545,0,TRUE,FALSE,TRUE,,,o
14,478.765625,701.7398039,18,8,2,23,253,253,5.533389489,0,TRUE,FALSE,TRUE,,,o
14,478.765625,701.7398039,18,8,3,24,212,212,5.356586275,0,TRUE,FALSE,TRUE,22.5,0.096275663,o
14,478.765625,701.7398039,18,4,1,10,225,225,5.416100402,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,18,4,2,11,205,205,5.323009979,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,18,4,3,12,168,168,5.123963979,0,TRUE,FALSE,TRUE,38.5,0.192613423,e
14,478.765625,701.7398039,18,5,1,13,168,168,5.123963979,0,TRUE,FALSE,TRUE,,,o
14,478.765625,701.7398039,18,5,2,14,204,204,5.318119994,0,TRUE,FALSE,TRUE,,,o
14,478.765625,701.7398039,18,5,3,15,206,206,5.327876169,0,TRUE,FALSE,TRUE,-37,-0.199034102,o
14,478.765625,701.7398039,18,1,1,1,240,240,5.480638923,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,18,1,2,2,203,203,5.313205979,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,18,1,3,3,173,173,5.153291594,0,TRUE,FALSE,TRUE,52,0.247390137,e
14,478.765625,701.7398039,18,2,1,4,194,194,5.267858159,0,TRUE,FALSE,TRUE,,,o
14,478.765625,701.7398039,18,2,2,5,184,184,5.214935758,0,TRUE,FALSE,TRUE,,,o
14,478.765625,701.7398039,18,2,3,6,211,211,5.351858133,0,TRUE,FALSE,TRUE,-3.5,-0.015538786,o
14,478.765625,701.7398039,18,7,1,19,278,278,5.627621114,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,18,7,2,20,208,208,5.33753808,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,18,7,3,21,213,213,5.361292166,0,TRUE,FALSE,TRUE,67.5,0.278205991,e
14,478.765625,701.7398039,18,3,1,7,241,241,5.484796933,0,TRUE,FALSE,TRUE,,,o
14,478.765625,701.7398039,18,3,2,8,239,239,5.476463552,0,TRUE,FALSE,TRUE,,,o
14,478.765625,701.7398039,18,3,3,9,170,170,5.135798437,0,TRUE,FALSE,TRUE,36.5,0.178665939,o
14,478.765625,701.7398039,18,6,1,16,184,184,5.214935758,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,18,6,2,17,171,171,5.141663557,0,TRUE,FALSE,TRUE,,,e
14,478.765625,701.7398039,18,6,3,18,262,262,5.568344504,0,TRUE,FALSE,TRUE,-32.5,-0.140068273,e
14,478.765625,701.7398039,19,8,1,22,203,203,5.313205979,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,19,8,2,23,220,220,5.393627546,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,19,8,3,24,202,202,5.308267697,0,TRUE,TRUE,TRUE,-8,-0.037741643,o
14,478.765625,701.7398039,19,2,1,4,245,245,5.501258211,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,19,2,2,5,241,241,5.484796933,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,19,2,3,6,263,263,5.572154032,0,TRUE,TRUE,TRUE,-7,-0.027217272,e
14,478.765625,701.7398039,19,3,1,7,242,242,5.488937726,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,19,3,2,8,261,261,5.564520407,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,19,3,3,9,272,272,5.605802066,0,TRUE,TRUE,TRUE,-24.5,-0.096223511,o
14,478.765625,701.7398039,19,5,1,13,252,252,5.529429088,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,19,5,2,14,255,255,5.541263545,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,19,5,3,15,263,263,5.572154032,0,TRUE,TRUE,TRUE,-7,-0.027279701,e
14,478.765625,701.7398039,19,1,1,1,269,269,5.59471138,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,19,1,2,2,263,263,5.572154032,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,19,1,3,3,269,269,5.59471138,0,TRUE,TRUE,TRUE,3,0.011278674,o
14,478.765625,701.7398039,19,7,1,19,261,261,5.564520407,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,19,7,2,20,275,275,5.616771098,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,19,7,3,21,267,267,5.587248658,0,TRUE,TRUE,TRUE,-10,-0.037489471,e
14,478.765625,701.7398039,19,4,1,10,252,252,5.529429088,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,19,4,2,11,249,249,5.517452896,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,19,4,3,12,243,243,5.493061443,0,TRUE,TRUE,TRUE,6,0.024171918,o
14,478.765625,701.7398039,19,6,1,16,256,256,5.545177444,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,19,6,2,17,247,247,5.509388337,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,19,6,3,18,263,263,5.572154032,0,TRUE,TRUE,TRUE,1,0.00440626,e
14,478.765625,701.7398039,20,1,1,1,272,272,5.605802066,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,20,1,2,2,243,243,5.493061443,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,20,1,3,3,274,274,5.613128106,0,TRUE,TRUE,TRUE,13.5,0.052707291,o
14,478.765625,701.7398039,20,5,1,13,257,257,5.549076085,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,20,5,2,14,254,254,5.537334267,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,20,5,3,15,265,265,5.579729826,0,TRUE,TRUE,TRUE,-2.5,-0.009455962,e
14,478.765625,701.7398039,20,6,1,16,245,245,5.501258211,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,20,6,2,17,259,259,5.556828062,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,20,6,3,18,260,260,5.560681631,0,TRUE,TRUE,TRUE,-14.5,-0.057496636,o
14,478.765625,701.7398039,20,7,1,19,269,269,5.59471138,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,20,7,2,20,240,240,5.480638923,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,20,7,3,21,256,256,5.545177444,0,TRUE,TRUE,TRUE,21,0.081803196,e
14,478.765625,701.7398039,20,4,1,10,221,221,5.398162702,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,20,4,2,11,454,454,6.118097198,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,20,4,3,12,234,234,5.455321115,0,TRUE,TRUE,TRUE,-123,-0.388546455,o
14,478.765625,701.7398039,20,2,1,4,241,241,5.484796933,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,20,2,2,5,242,242,5.488937726,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,20,2,3,6,249,249,5.517452896,0,TRUE,TRUE,TRUE,-4.5,-0.018398378,e
14,478.765625,701.7398039,20,3,1,7,246,246,5.505331536,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,20,3,2,8,250,250,5.521460918,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,20,3,3,9,240,240,5.480638923,0,TRUE,TRUE,TRUE,1,0.004281615,o
14,478.765625,701.7398039,20,8,1,22,244,244,5.497168225,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,20,8,2,23,260,260,5.560681631,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,20,8,3,24,268,268,5.590986981,0,TRUE,TRUE,TRUE,-20,-0.07866608,e
14,478.765625,701.7398039,21,4,1,10,236,236,5.463831805,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,21,4,2,11,258,258,5.552959585,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,21,4,3,12,260,260,5.560681631,0,TRUE,TRUE,TRUE,-23,-0.092988803,o
14,478.765625,701.7398039,21,6,1,16,230,230,5.438079309,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,21,6,2,17,257,257,5.549076085,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,21,6,3,18,253,253,5.533389489,0,TRUE,TRUE,TRUE,-25,-0.103153478,e
14,478.765625,701.7398039,21,7,1,19,249,249,5.517452896,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,21,7,2,20,252,252,5.529429088,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,21,7,3,21,243,243,5.493061443,0,TRUE,TRUE,TRUE,1.5,0.006207631,o
14,478.765625,701.7398039,21,8,1,22,256,256,5.545177444,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,21,8,2,23,243,243,5.493061443,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,21,8,3,24,267,267,5.587248658,0,TRUE,TRUE,TRUE,1,0.005022394,e
14,478.765625,701.7398039,21,1,1,1,247,247,5.509388337,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,21,1,2,2,277,277,5.624017506,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,21,1,3,3,242,242,5.488937726,0,TRUE,TRUE,TRUE,-12.5,-0.04708928,o
14,478.765625,701.7398039,21,5,1,13,182,182,5.204006687,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,21,5,2,14,180,180,5.192956851,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,21,5,3,15,189,189,5.241747015,0,TRUE,TRUE,TRUE,-2.5,-0.013345246,e
14,478.765625,701.7398039,21,3,1,7,202,202,5.308267697,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,21,3,2,8,192,192,5.257495372,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,21,3,3,9,202,202,5.308267697,0,TRUE,TRUE,TRUE,5,0.025386163,o
14,478.765625,701.7398039,21,2,1,4,193,193,5.262690189,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,21,2,2,5,214,214,5.365976015,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,21,2,3,6,194,194,5.267858159,0,TRUE,TRUE,TRUE,-11,-0.054226898,e
14,478.765625,701.7398039,22,3,1,7,174,174,5.159055299,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,22,3,2,8,195,195,5.272999559,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,22,3,3,9,190,190,5.247024072,0,TRUE,TRUE,TRUE,-18.5,-0.100956516,o
14,478.765625,701.7398039,22,1,1,1,206,206,5.327876169,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,22,1,2,2,205,205,5.323009979,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,22,1,3,3,213,213,5.361292166,0,TRUE,TRUE,TRUE,-3,-0.014274904,e
14,478.765625,701.7398039,22,4,1,10,201,201,5.303304908,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,22,4,2,11,182,182,5.204006687,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,22,4,3,12,204,204,5.318119994,0,TRUE,TRUE,TRUE,8,0.042241568,o
14,478.765625,701.7398039,22,7,1,19,186,186,5.225746674,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,22,7,2,20,261,261,5.564520407,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,22,7,3,21,146,146,4.983606622,0,TRUE,TRUE,TRUE,-17.5,-0.048316841,e
14,478.765625,701.7398039,22,6,1,16,211,211,5.351858133,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,22,6,2,17,199,199,5.293304825,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,22,6,3,18,198,198,5.288267031,0,TRUE,TRUE,TRUE,12.5,0.061072206,o
14,478.765625,701.7398039,22,5,1,13,198,198,5.288267031,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,22,5,2,14,185,185,5.220355825,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,22,5,3,15,207,207,5.332718793,0,TRUE,TRUE,TRUE,2,0.011729722,e
14,478.765625,701.7398039,22,2,1,4,212,212,5.356586275,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,22,2,2,5,185,185,5.220355825,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,22,2,3,6,194,194,5.267858159,0,TRUE,TRUE,TRUE,22.5,0.112479283,o
14,478.765625,701.7398039,22,8,1,22,189,189,5.241747015,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,22,8,2,23,196,196,5.278114659,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,22,8,3,24,209,209,5.342334252,0,TRUE,TRUE,TRUE,-13.5,-0.068477441,e
14,478.765625,701.7398039,23,2,1,4,196,196,5.278114659,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,23,2,2,5,245,245,5.501258211,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,23,2,3,6,223,223,5.407171771,0,TRUE,TRUE,TRUE,-38,-0.176100332,o
14,478.765625,701.7398039,23,8,1,22,223,223,5.407171771,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,23,8,2,23,220,220,5.393627546,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,23,8,3,24,238,238,5.472270674,0,TRUE,TRUE,TRUE,-6,-0.025777339,e
14,478.765625,701.7398039,23,7,1,19,245,245,5.501258211,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,23,7,2,20,202,202,5.308267697,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,23,7,3,21,185,185,5.220355825,0,TRUE,TRUE,TRUE,51.5,0.236946449,o
14,478.765625,701.7398039,23,5,1,13,196,196,5.278114659,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,23,5,2,14,209,209,5.342334252,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,23,5,3,15,199,199,5.293304825,0,TRUE,TRUE,TRUE,-8,-0.039704879,e
14,478.765625,701.7398039,23,6,1,16,178,178,5.18178355,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,23,6,2,17,219,219,5.38907173,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,23,6,3,18,229,229,5.433722004,0,TRUE,TRUE,TRUE,-46,-0.229613316,o
14,478.765625,701.7398039,23,3,1,7,226,226,5.420534999,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,23,3,2,8,256,256,5.545177444,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,23,3,3,9,241,241,5.484796933,0,TRUE,TRUE,TRUE,-22.5,-0.09445219,e
14,478.765625,701.7398039,23,1,1,1,248,248,5.513428746,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,23,1,2,2,239,239,5.476463552,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,23,1,3,3,226,226,5.420534999,0,TRUE,TRUE,TRUE,15.5,0.064929471,o
14,478.765625,701.7398039,23,4,1,10,435,435,6.075346031,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,23,4,2,11,214,214,5.365976015,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,23,4,3,12,398,398,5.986452005,0,TRUE,TRUE,TRUE,129,0.399132021,e
14,478.765625,701.7398039,24,5,1,13,219,219,5.38907173,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,24,5,2,14,175,175,5.164785974,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,24,5,3,15,210,210,5.347107531,0,TRUE,TRUE,TRUE,26.5,0.133124977,o
14,478.765625,701.7398039,24,4,1,10,224,224,5.411646052,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,24,4,2,11,210,210,5.347107531,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,24,4,3,12,239,239,5.476463552,0,TRUE,TRUE,TRUE,-0.5,-0.000139489,e
14,478.765625,701.7398039,24,6,1,16,219,219,5.38907173,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,24,6,2,17,225,225,5.416100402,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,24,6,3,18,238,238,5.472270674,0,TRUE,TRUE,TRUE,-12.5,-0.055113808,o
14,478.765625,701.7398039,24,8,1,22,227,227,5.424950017,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,24,8,2,23,248,248,5.513428746,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,24,8,3,24,227,227,5.424950017,0,TRUE,TRUE,TRUE,-10.5,-0.044239364,e
14,478.765625,701.7398039,24,7,1,19,509,509,6.232448017,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,24,7,2,20,149,149,5.003946306,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,24,7,3,21,206,206,5.327876169,0,TRUE,TRUE,TRUE,331.5,1.066536779,o
14,478.765625,701.7398039,24,1,1,1,238,238,5.472270674,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,24,1,2,2,227,227,5.424950017,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,24,1,3,3,206,206,5.327876169,0,TRUE,TRUE,TRUE,21.5,0.095857581,e
14,478.765625,701.7398039,24,3,1,7,196,196,5.278114659,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,24,3,2,8,244,244,5.497168225,0,TRUE,TRUE,TRUE,,,o
14,478.765625,701.7398039,24,3,3,9,193,193,5.262690189,0,TRUE,TRUE,TRUE,-22.5,-0.101814548,o
14,478.765625,701.7398039,24,2,1,4,238,238,5.472270674,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,24,2,2,5,231,231,5.442417711,0,TRUE,TRUE,TRUE,,,e
14,478.765625,701.7398039,24,2,3,6,217,217,5.379897354,0,TRUE,TRUE,TRUE,14,0.061113142,e
15,519.7152778,444.4086921,1,1,1,1,2248,1408.532662,7.250303776,1,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,1,1,2,2,1070,1070,6.975413927,0,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,1,1,3,3,537,537,6.285998095,0,FALSE,FALSE,FALSE,605.0326619,0.619597765,o
15,519.7152778,444.4086921,1,2,1,4,1974,1408.532662,7.250303776,1,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,1,2,2,5,718,718,6.576469569,0,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,1,2,3,6,890,890,6.791221463,0,FALSE,FALSE,FALSE,604.5326619,0.56645826,e
15,519.7152778,444.4086921,1,5,1,13,665,665,6.499787041,0,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,1,5,2,14,936,936,6.841615476,0,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,1,5,3,15,783,783,6.663132696,0,FALSE,FALSE,FALSE,-194.5,-0.252587046,o
15,519.7152778,444.4086921,1,3,1,7,705,705,6.558197803,0,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,1,3,2,8,1513,1408.532662,7.250303776,1,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,1,3,3,9,1043,1043,6.949856455,0,FALSE,FALSE,FALSE,-520.766331,-0.541882313,e
15,519.7152778,444.4086921,1,6,1,16,748,748,6.617402978,0,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,1,6,2,17,1343,1343,7.202661197,0,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,1,6,3,18,1749,1408.532662,7.250303776,1,FALSE,FALSE,FALSE,-627.766331,-0.609079508,o
15,519.7152778,444.4086921,1,8,1,22,1411,1408.532662,7.250303776,1,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,1,8,2,23,1457,1408.532662,7.250303776,1,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,1,8,3,24,844,844,6.738152495,0,FALSE,FALSE,FALSE,282.266331,0.256075641,e
15,519.7152778,444.4086921,1,7,1,19,631,631,6.447305863,0,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,1,7,2,20,731,731,6.59441346,0,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,1,7,3,21,727,727,6.588926478,0,FALSE,FALSE,FALSE,-98,-0.144364106,o
15,519.7152778,444.4086921,1,4,1,10,812,812,6.69950034,0,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,1,4,2,11,815,815,6.703188113,0,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,1,4,3,12,763,763,6.637258031,0,FALSE,FALSE,FALSE,23,0.029277268,e
15,519.7152778,444.4086921,2,6,1,16,2668,1408.532662,7.250303776,1,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,2,6,2,17,884,884,6.784457063,0,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,2,6,3,18,1077,1077,6.981934677,0,FALSE,FALSE,FALSE,428.0326619,0.367107906,o
15,519.7152778,444.4086921,2,7,1,19,970,970,6.877296071,0,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,2,7,2,20,1382,1382,7.231287004,0,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,2,7,3,21,1456,1408.532662,7.250303776,1,FALSE,FALSE,FALSE,-425.266331,-0.363499319,e
15,519.7152778,444.4086921,2,3,1,7,2446,1408.532662,7.250303776,1,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,2,3,2,8,719,719,6.577861358,0,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,2,3,3,9,1915,1408.532662,7.250303776,1,FALSE,FALSE,FALSE,344.766331,0.336221209,o
15,519.7152778,444.4086921,2,4,1,10,554,554,6.317164687,0,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,2,4,2,11,608,608,6.410174882,0,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,2,4,3,12,489,489,6.192362489,0,FALSE,FALSE,FALSE,5.5,0.015896001,e
15,519.7152778,444.4086921,2,1,1,1,777,777,6.65544035,0,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,2,1,2,2,813,813,6.70073111,0,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,2,1,3,3,627,627,6.440946541,0,FALSE,FALSE,FALSE,57,0.084601525,o
15,519.7152778,444.4086921,2,5,1,13,715,715,6.572282543,0,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,2,5,2,14,1074,1074,6.979145275,0,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,2,5,3,15,467,467,6.146329258,0,FALSE,FALSE,FALSE,-55.5,0.009545276,e
15,519.7152778,444.4086921,2,2,1,4,461,461,6.133398043,0,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,2,2,2,5,593,593,6.385194399,0,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,2,2,3,6,619,619,6.428105273,0,FALSE,FALSE,FALSE,-145,-0.273251793,o
15,519.7152778,444.4086921,2,8,1,22,1141,1141,7.03966035,0,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,2,8,2,23,933,933,6.838405201,0,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,2,8,3,24,1385,1385,7.233455419,0,FALSE,FALSE,FALSE,-18,0.00373004,e
15,519.7152778,444.4086921,3,1,1,1,1689,1408.532662,7.250303776,1,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,3,1,2,2,701,701,6.552507887,0,FALSE,FALSE,FALSE,,,o
15,519.7152778,444.4086921,3,1,3,3,991,991,6.898714534,0,FALSE,FALSE,FALSE,562.5326619,0.524692566,o
15,519.7152778,444.4086921,3,5,1,13,880,880,6.779921907,0,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,3,5,2,14,470,470,6.152732695,0,FALSE,FALSE,FALSE,,,e
15,519.7152778,444.4086921,3,5,3,15,435,435,6.075346031,0,FALSE,FALSE,FALSE,427.5,0.665882545,e
